SUBJECT,TOPIC,Year,Question ID,c (in thousands),s (in thousands),hc (in thousands),lc (in thousands),Item Difficulty Index (=c*100/s),Item Discrimination Index (=(hc-lc)/27)
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004097,44,974,25,8,4.517453799,0.62962963
CHEMISTRY,PROPERTIES,2004,2004098,88,176,23,0,50,0.851851852
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004099,533,873,20,13,61.05383734,0.259259259
CHEMISTRY,PROPERTIES,2004,2004100,112,506,18,4,22.13438735,0.518518519
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004101,117,150,12,12,78,0
CHEMISTRY,PROPERTIES,2004,2004102,228,349,26,13,65.32951289,0.481481481
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004103,267,311,20,15,85.85209003,0.185185185
CHEMISTRY,PROPERTIES,2004,2004104,72,350,23,15,20.57142857,0.296296296
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004105,135,189,20,14,71.42857143,0.222222222
CHEMISTRY,PROPERTIES,2004,2004106,37,67,16,6,55.2238806,0.37037037
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004107,737,768,26,14,95.96354167,0.444444444
CHEMISTRY,PROPERTIES,2004,2004108,6,459,21,22,1.307189542,-0.037037037
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2004,2004109,240,303,20,21,79.20792079,-0.037037037
CHEMISTRY,PROPERTIES,2004,2004110,136,324,22,13,41.97530864,0.333333333
CHEMISTRY,CHEMICAL BONDING,2004,2004111,213,435,15,12,48.96551724,0.111111111
CHEMISTRY,CHEMICAL BONDING,2004,2004112,46,65,13,11,70.76923077,0.074074074
CHEMISTRY,CHEMICAL BONDING,2004,2004113,473,989,19,4,47.82608696,0.555555556
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2004,2004114,867,915,22,22,94.75409836,0
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2004,2004115,308,687,22,17,44.83260553,0.185185185
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2004,2004116,247,801,20,22,30.83645443,-0.074074074
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2004,2004117,20,36,22,3,55.55555556,0.703703704
CHEMISTRY,CHEMICAL KINETICS,2004,2004118,72,196,26,4,36.73469388,0.814814815
CHEMISTRY,ELECTROCHEMISTRY,2004,2004119,177,203,11,18,87.19211823,-0.259259259
CHEMISTRY,ELECTROCHEMISTRY,2004,2004120,65,70,22,4,92.85714286,0.666666667
CHEMISTRY,ELECTROCHEMISTRY,2004,2004121,26,148,23,10,17.56756757,0.481481481
CHEMISTRY,ELECTROCHEMISTRY,2004,2004122,1,3,21,5,33.33333333,0.592592593
CHEMISTRY,ELECTROCHEMISTRY,2004,2004123,7,442,23,11,1.583710407,0.444444444
CHEMISTRY,SOLID STATE,2004,2004124,0,6,15,14,0,0.037037037
CHEMISTRY,COLLIGATIVE PEROPERTIES,2004,2004125,86,252,17,6,34.12698413,0.407407407
CHEMISTRY,COLLIGATIVE PEROPERTIES,2004,2004126,40,168,15,19,23.80952381,-0.148148148
CHEMISTRY,COLLIGATIVE PEROPERTIES,2004,2004127,103,205,26,17,50.24390244,0.333333333
CHEMISTRY,NUCLEAR CHEMISTRY,2004,2004128,175,733,12,8,23.8744884,0.148148148
CHEMISTRY,NUCLEAR CHEMISTRY,2004,2004129,218,768,27,22,28.38541667,0.185185185
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004130,6,8,18,7,75,0.407407407
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004131,426,575,23,6,74.08695652,0.62962963
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004132,173,352,15,2,49.14772727,0.481481481
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004133,51,290,25,21,17.5862069,0.148148148
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004134,141,475,11,5,29.68421053,0.222222222
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004135,124,575,20,9,21.56521739,0.407407407
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004136,222,717,22,19,30.9623431,0.111111111
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004137,99,779,24,13,12.70860077,0.407407407
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004138,374,381,14,0,98.16272966,0.518518519
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004139,442,528,14,10,83.71212121,0.148148148
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004140,479,504,19,6,95.03968254,0.481481481
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004141,70,197,15,1,35.53299492,0.518518519
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004142,532,575,12,14,92.52173913,-0.074074074
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004143,36,68,17,5,52.94117647,0.444444444
CHEMISTRY,TRANSITION ELEMENTS AND,2004,2004144,73,709,20,13,10.29619182,0.259259259
CHEMISTRY,COORDINATION CHEMISTRY,2004,2004145,307,640,14,8,47.96875,0.222222222
CHEMISTRY,METALLURGY,2004,2004146,325,626,15,2,51.91693291,0.481481481
CHEMISTRY,METALLURGY,2004,2004147,268,450,14,6,59.55555556,0.296296296
CHEMISTRY,HYDROCARBONS,2004,2004148,735,750,26,14,98,0.444444444
CHEMISTRY,HYDROCARBONS,2004,2004149,6,87,27,16,6.896551724,0.407407407
CHEMISTRY,HYDROCARBONS,2004,2004150,40,149,18,6,26.84563758,0.444444444
CHEMISTRY,ALKYL HALIDES,2004,2004151,228,279,27,21,81.72043011,0.222222222
CHEMISTRY,ALKYL HALIDES,2004,2004152,395,488,10,3,80.94262295,0.259259259
CHEMISTRY,ALCOHOLS AND ETHERS (REACTION MECHANISM),2004,2004153,525,805,23,12,65.2173913,0.407407407
CHEMISTRY,ALCOHOLS AND ETHERS (REACTION MECHANISM),2004,2004154,239,864,12,7,27.66203704,0.185185185
CHEMISTRY,AROMATIC COMPOUND,2004,2004155,663,735,20,13,90.20408163,0.259259259
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2004,2004156,6,45,27,13,13.33333333,0.518518519
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2004,2004157,2,17,15,4,11.76470588,0.407407407
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2004,2004158,44,376,18,0,11.70212766,0.666666667
CHEMISTRY,CARBOXYLIC ACID & THEIR DERIVATIVES,2004,2004159,465,615,16,9,75.6097561,0.259259259
CHEMISTRY,AMINES,2004,2004160,20,365,25,17,5.479452055,0.296296296
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2004,2004161,170,643,17,1,26.43856921,0.592592593
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2004,2004162,449,724,11,11,62.01657459,0
CHEMISTRY,"CARBOHYDRATES, AMINO ACIDS & POLYMERS",2004,2004163,421,794,14,0,53.02267003,0.518518519
CHEMISTRY,STEREO CHEMISTRY,2004,2004164,468,863,14,19,54.22943221,-0.185185185
CHEMISTRY,STEREO CHEMISTRY,2004,2004165,10,16,27,1,62.5,0.962962963
CHEMISTRY,STEREO CHEMISTRY,2004,2004166,70,76,26,12,92.10526316,0.518518519
MATHEMATICS,STRAIGHT LINE,2004,2004167,131,140,18,0,93.57142857,0.666666667
MATHEMATICS,STRAIGHT LINE,2004,2004168,205,570,19,16,35.96491228,0.111111111
MATHEMATICS,STRAIGHT LINE,2004,2004169,424,556,22,18,76.25899281,0.148148148
MATHEMATICS,STRAIGHT LINE,2004,2004170,243,293,23,15,82.93515358,0.296296296
MATHEMATICS,CIRCLE,2004,2004171,251,535,13,20,46.91588785,-0.259259259
MATHEMATICS,CIRCLE,2004,2004172,118,607,22,4,19.4398682,0.666666667
MATHEMATICS,CIRCLE,2004,2004173,363,458,17,11,79.25764192,0.222222222
MATHEMATICS,CIRCLE,2004,2004174,7,14,15,4,50,0.407407407
MATHEMATICS,PARABOLA,2004,2004175,16,73,20,17,21.91780822,0.111111111
MATHEMATICS,ELLIPSE,2004,2004176,70,810,17,15,8.641975309,0.074074074
MATHEMATICS,COMPLEX NUMBER,2004,2004177,188,530,19,19,35.47169811,0
MATHEMATICS,COMPLEX NUMBER,2004,2004178,155,393,24,6,39.44020356,0.666666667
MATHEMATICS,COMPLEX NUMBER,2004,2004179,365,402,27,14,90.7960199,0.481481481
MATHEMATICS,BINOMIAL THEOREM,2004,2004180,51,103,21,10,49.51456311,0.407407407
MATHEMATICS,BINOMIAL THEOREM,2004,2004181,731,801,12,2,91.26092385,0.37037037
MATHEMATICS,BINOMIAL THEOREM,2004,2004182,169,784,21,11,21.55612245,0.37037037
MATHEMATICS,BINOMIAL THEOREM,2004,2004183,167,209,10,9,79.90430622,0.037037037
MATHEMATICS,SEQUENCE & SERIES,2004,2004184,30,379,12,17,7.915567282,-0.185185185
MATHEMATICS,SEQUENCE & SERIES,2004,2004185,542,899,12,12,60.28921023,0
MATHEMATICS,SEQUENCE & SERIES,2004,2004186,131,146,20,7,89.7260274,0.481481481
MATHEMATICS,PERMUTION & COMBINATION,2004,2004187,505,850,15,10,59.41176471,0.185185185
MATHEMATICS,PERMUTION & COMBINATION,2004,2004188,491,594,12,21,82.65993266,-0.333333333
MATHEMATICS,QUADRATIC EQUATION,2004,2004189,232,681,13,8,34.06754772,0.185185185
MATHEMATICS,QUADRATIC EQUATION,2004,2004190,57,313,12,13,18.21086262,-0.037037037
MATHEMATICS,QUADRATIC EQUATION,2004,2004191,720,766,19,12,93.99477807,0.259259259
MATHEMATICS,MATRIES & DETERMINANTS,2004,2004192,249,303,21,16,82.17821782,0.185185185
MATHEMATICS,MATRIES & DETERMINANTS,2004,2004193,123,564,22,15,21.80851064,0.259259259
MATHEMATICS,MATRIES & DETERMINANTS,2004,2004194,126,307,18,5,41.04234528,0.481481481
MATHEMATICS,PROBABILITY,2004,2004195,1,143,16,4,0.699300699,0.444444444
MATHEMATICS,PROBABILITY,2004,2004196,55,920,22,12,5.97826087,0.37037037
MATHEMATICS,PROBABILITY,2004,2004197,29,36,12,21,80.55555556,-0.333333333
MATHEMATICS,TRIGO. RATIO & IDENTITIES,2004,2004198,285,661,16,14,43.11649017,0.074074074
MATHEMATICS,TRIGO. RATIO & IDENTITIES,2004,2004199,416,801,25,2,51.93508115,0.851851852
MATHEMATICS,HEIGHT & DISTANCE,2004,2004200,398,638,21,21,62.38244514,0
MATHEMATICS,SETS & RELATION,2004,2004201,54,402,10,22,13.43283582,-0.444444444
MATHEMATICS,FUNCTIONS,2004,2004202,755,924,24,15,81.70995671,0.333333333
MATHEMATICS,FUNCTIONS,2004,2004203,835,911,15,9,91.65751921,0.222222222
MATHEMATICS,FUNCTIONS,2004,2004204,234,550,11,8,42.54545455,0.111111111
MATHEMATICS,FUNCTIONS,2004,2004205,286,537,18,7,53.25884544,0.407407407
MATHEMATICS,LIMIT OF FUNCTION,2004,2004206,2,34,10,3,5.882352941,0.259259259
MATHEMATICS,LIMIT OF FUNCTION,2004,2004207,259,411,11,17,63.01703163,-0.222222222
MATHEMATICS,CONTINUITY & DERIVABILITY,2004,2004208,17,72,11,6,23.61111111,0.185185185
MATHEMATICS,DIFFERENTIATION (MOD),2004,2004209,107,118,18,15,90.6779661,0.111111111
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2004,2004210,241,523,24,1,46.08030593,0.851851852
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2004,2004211,28,31,21,18,90.32258065,0.111111111
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2004,2004212,244,760,15,21,32.10526316,-0.222222222
MATHEMATICS,APPLICATION OF DERIVATIVES (AOD),2004,2004213,9,176,19,22,5.113636364,-0.111111111
MATHEMATICS,INDEFINITE INTEGRATION,2004,2004214,478,753,20,6,63.47941567,0.518518519
MATHEMATICS,INDEFINITE INTEGRATION,2004,2004215,171,527,19,11,32.44781784,0.296296296
MATHEMATICS,DEFINITE INTEGRATION,2004,2004216,610,832,27,12,73.31730769,0.555555556
MATHEMATICS,DEFINITE INTEGRATION,2004,2004217,137,888,21,3,15.42792793,0.666666667
MATHEMATICS,DEFINITE INTEGRATION,2004,2004218,52,220,14,21,23.63636364,-0.259259259
MATHEMATICS,DEFINITE INTEGRATION,2004,2004219,219,408,10,8,53.67647059,0.074074074
MATHEMATICS,AREA UNDER CURVE,2004,2004220,469,478,26,8,98.11715481,0.666666667
MATHEMATICS,DIFFERENTIAL EQUATION,2004,2004221,78,117,16,22,66.66666667,-0.222222222
MATHEMATICS,DIFFERENTIAL EQUATION,2004,2004222,337,366,23,9,92.07650273,0.518518519
MATHEMATICS,STATISTICS,2004,2004223,95,307,22,6,30.94462541,0.592592593
MATHEMATICS,STATISTICS,2004,2004224,356,431,14,22,82.59860789,-0.296296296
MATHEMATICS,SOLUTION OF TRIANGLE,2004,2004225,127,173,18,7,73.41040462,0.407407407
MATHEMATICS,STATICS & DYNAMICS,2004,2004226,135,378,22,11,35.71428571,0.407407407
MATHEMATICS,STATICS & DYNAMICS,2004,2004227,27,822,26,22,3.284671533,0.148148148
MATHEMATICS,STATICS & DYNAMICS,2004,2004228,199,239,18,10,83.26359833,0.296296296
MATHEMATICS,STATICS & DYNAMICS,2004,2004229,94,569,12,3,16.5202109,0.333333333
MATHEMATICS,STATICS & DYNAMICS,2004,2004230,485,615,22,16,78.86178862,0.222222222
MATHEMATICS,STATICS & DYNAMICS,2004,2004231,508,775,27,16,65.5483871,0.407407407
MATHEMATICS,VECTOR,2004,2004232,46,781,11,9,5.889884763,0.074074074
MATHEMATICS,VECTOR,2004,2004233,0,169,10,3,0,0.259259259
MATHEMATICS,VECTOR,2004,2004234,34,84,16,21,40.47619048,-0.185185185
MATHEMATICS,VECTOR,2004,2004235,135,362,10,17,37.29281768,-0.259259259
MATHEMATICS,VECTOR,2004,2004236,549,631,25,15,87.00475436,0.37037037
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2004,2004237,4,464,23,2,0.862068966,0.777777778
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2004,2004238,186,315,22,1,59.04761905,0.777777778
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2004,2004239,196,202,26,8,97.02970297,0.666666667
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2004,2004240,72,302,17,8,23.8410596,0.333333333
MATHEMATICS,CO-ORDINATE GEOMETRY (3-D),2004,2004241,184,204,22,14,90.19607843,0.296296296
PHYSICS,ELECTROSTATICS,2005,2005001,598,939,19,4,63.68477103,0.555555556
PHYSICS,ELECTROSTATICS,2005,2005002,43,903,21,0,4.761904762,0.777777778
PHYSICS,ELECTROSTATICS,2005,2005003,61,108,17,12,56.48148148,0.185185185
PHYSICS,CURRENT ELECTRICITY,2005,2005004,410,459,11,4,89.32461874,0.259259259
PHYSICS,CURRENT ELECTRICITY,2005,2005005,180,809,10,6,22.24969098,0.148148148
PHYSICS,CURRENT ELECTRICITY,2005,2005006,199,978,24,10,20.34764826,0.518518519
PHYSICS,CURRENT ELECTRICITY,2005,2005007,215,373,24,7,57.64075067,0.62962963
PHYSICS,CURRENT ELECTRICITY,2005,2005008,205,808,27,9,25.37128713,0.666666667
PHYSICS,CURRENT ELECTRICITY,2005,2005009,201,725,19,2,27.72413793,0.62962963
PHYSICS,CURRENT ELECTRICITY,2005,2005010,39,61,17,9,63.93442623,0.296296296
PHYSICS,CURRENT ELECTRICITY,2005,2005011,31,106,12,14,29.24528302,-0.074074074
PHYSICS,CAPACITANCE,2005,2005012,255,269,21,0,94.79553903,0.777777778
PHYSICS,CAPACITANCE,2005,2005013,432,636,26,22,67.9245283,0.148148148
PHYSICS,ELECTRO MAGNETIC FIELD,2005,2005014,88,173,11,18,50.86705202,-0.259259259
PHYSICS,ELECTRO MAGNETIC FIELD,2005,2005015,60,979,24,7,6.128702758,0.62962963
PHYSICS,ELECTRO MAGNETIC FIELD,2005,2005016,31,37,14,7,83.78378378,0.259259259
PHYSICS,ELECTRO MAGNETIC FIELD,2005,2005017,162,806,27,4,20.09925558,0.851851852
PHYSICS,ELECTRO MAGNETIC FIELD,2005,2005018,109,812,22,20,13.42364532,0.074074074
PHYSICS,ELECTRO MAGNETIC INDUCTION,2005,2005019,253,263,16,19,96.19771863,-0.111111111
PHYSICS,ELECTRO MAGNETIC INDUCTION,2005,2005020,583,891,24,4,65.43209877,0.740740741
PHYSICS,ELECTRO MAGNETIC INDUCTION,2005,2005021,41,54,23,19,75.92592593,0.148148148
PHYSICS,ALTERNATING CURRENT,2005,2005022,136,827,10,6,16.44498186,0.148148148
PHYSICS,ALTERNATING CURRENT,2005,2005023,47,59,12,19,79.66101695,-0.259259259
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2005,2005024,21,54,21,13,38.88888889,0.296296296
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2005,2005025,94,115,16,15,81.73913043,0.037037037
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2005,2005026,8,24,15,1,33.33333333,0.518518519
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2005,2005027,918,933,20,8,98.39228296,0.444444444
PHYSICS,CALORIMETRY & THERMAL EXPANSION,2005,2005028,437,737,17,16,59.29443691,0.037037037
PHYSICS,SIMPLE HARMONIC MOTION,2005,2005029,194,591,25,17,32.82571912,0.296296296
PHYSICS,SIMPLE HARMONIC MOTION,2005,2005030,286,874,10,21,32.72311213,-0.407407407
PHYSICS,SIMPLE HARMONIC MOTION,2005,2005031,252,433,26,11,58.19861432,0.555555556
PHYSICS,SIMPLE HARMONIC MOTION,2005,2005032,436,500,19,21,87.2,-0.074074074
PHYSICS,SOUND WAVES,2005,2005033,282,640,23,6,44.0625,0.62962963
PHYSICS,SOUND WAVES,2005,2005034,504,641,18,13,78.62714509,0.185185185
PHYSICS,GEOMETRICAL OPTICS,2005,2005035,142,210,14,13,67.61904762,0.037037037
PHYSICS,GEOMETRICAL OPTICS,2005,2005036,375,599,20,16,62.60434057,0.148148148
PHYSICS,GEOMETRICAL OPTICS,2005,2005037,391,889,21,18,43.98200225,0.111111111
PHYSICS,WAVE OPTICS,2005,2005038,168,287,21,5,58.53658537,0.592592593
PHYSICS,WAVE OPTICS,2005,2005039,399,481,14,20,82.95218295,-0.222222222
PHYSICS,WAVE OPTICS,2005,2005040,440,822,27,7,53.52798054,0.740740741
PHYSICS,UNIT & DIMENSION,2005,2005041,172,406,10,20,42.36453202,-0.37037037
PHYSICS,RECTILINEAR MOTION & VECTORS,2005,2005042,713,1000,23,16,71.3,0.259259259
PHYSICS,RECTILINEAR MOTION & VECTORS,2005,2005043,707,713,16,15,99.15848527,0.037037037
PHYSICS,RECTILINEAR MOTION & VECTORS,2005,2005044,7,97,27,1,7.216494845,0.962962963
PHYSICS,RECTILINEAR MOTION & VECTORS,2005,2005045,16,27,18,19,59.25925926,-0.037037037
PHYSICS,PROJECTILE MOTION,2005,2005046,85,120,25,5,70.83333333,0.740740741
PHYSICS,NEWTON'S LAWS OF MOTION,2005,2005047,81,759,10,0,10.67193676,0.37037037
PHYSICS,NEWTON'S LAWS OF MOTION,2005,2005048,33,53,23,13,62.26415094,0.37037037
PHYSICS,FRICTION,2005,2005049,588,774,26,1,75.96899225,0.925925926
PHYSICS,FRICTION,2005,2005050,80,153,25,13,52.2875817,0.444444444
PHYSICS,FRICTION,2005,2005051,247,648,24,8,38.11728395,0.592592593
PHYSICS,"WORK, POWER & ENERGY",2005,2005052,187,219,15,5,85.38812785,0.37037037
PHYSICS,"WORK, POWER & ENERGY",2005,2005053,656,865,16,17,75.83815029,-0.037037037
PHYSICS,"WORK, POWER & ENERGY",2005,2005054,276,662,13,7,41.6918429,0.222222222
PHYSICS,CENTRE OF MASS,2005,2005055,8,11,22,18,72.72727273,0.148148148
PHYSICS,CENTRE OF MASS,2005,2005056,149,724,12,12,20.5801105,0
PHYSICS,CENTRE OF MASS,2005,2005057,320,607,24,6,52.71828666,0.666666667
PHYSICS,RIGID BODY DYNAMICS,2005,2005058,53,464,21,3,11.42241379,0.666666667
PHYSICS,RIGID BODY DYNAMICS,2005,2005059,250,389,24,20,64.26735219,0.148148148
PHYSICS,RIGID BODY DYNAMICS,2005,2005060,586,677,19,3,86.55834564,0.592592593
PHYSICS,GRAVITATION,2005,2005061,135,325,24,0,41.53846154,0.888888889
PHYSICS,GRAVITATION,2005,2005062,203,504,15,11,40.27777778,0.148148148
PHYSICS,GRAVITATION,2005,2005063,323,465,23,20,69.46236559,0.111111111
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2005,2005064,156,539,13,21,28.94248609,-0.296296296
PHYSICS,FLUID MECHANICS & PROPERTIES OF MATTER,2005,2005065,280,293,16,7,95.56313993,0.333333333
PHYSICS,MODERN PHYSICS,2005,2005066,189,293,20,8,64.50511945,0.444444444
PHYSICS,MODERN PHYSICS,2005,2005067,240,708,27,4,33.89830508,0.851851852
PHYSICS,MODERN PHYSICS,2005,2005068,12,65,27,4,18.46153846,0.851851852
PHYSICS,MODERN PHYSICS,2005,2005069,183,370,18,1,49.45945946,0.62962963
PHYSICS,MODERN PHYSICS,2005,2005070,212,501,10,4,42.31536926,0.222222222
PHYSICS,MODERN PHYSICS,2005,2005071,39,103,26,11,37.86407767,0.555555556
PHYSICS,MODERN PHYSICS,2005,2005072,280,559,16,1,50.08944544,0.555555556
PHYSICS,SEMICONDUCTORS,2005,2005073,599,607,21,0,98.68204283,0.777777778
PHYSICS,SEMICONDUCTORS,2005,2005074,331,854,11,3,38.7587822,0.296296296
PHYSICS,SEMICONDUCTORS,2005,2005075,863,934,18,3,92.39828694,0.555555556
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2005,2005076,5,16,19,18,31.25,0.037037037
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2005,2005077,307,512,26,3,59.9609375,0.851851852
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2005,2005078,412,639,14,3,64.47574335,0.407407407
CHEMISTRY,"STOICHIOMETRY (MOLE1, 2)",2005,2005079,389,884,26,8,44.00452489,0.666666667
CHEMISTRY,ATOMIC STRUCTURE,2005,2005080,198,335,21,11,59.10447761,0.37037037
CHEMISTRY,ATOMIC STRUCTURE,2005,2005081,79,101,19,5,78.21782178,0.518518519
CHEMISTRY,GASEOUS STATE,2005,2005082,81,381,27,21,21.25984252,0.222222222
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2005,2005083,307,313,21,2,98.08306709,0.703703704
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2005,2005084,37,109,10,0,33.94495413,0.37037037
CHEMISTRY,THERMODYNAMICS & THERMOCHEMISTRY,2005,2005085,49,56,14,16,87.5,-0.074074074
CHEMISTRY,CHEMICAL EQUILIBRIUM,2005,2005086,250,369,17,10,67.75067751,0.259259259
CHEMISTRY,CHEMICAL EQUILIBRIUM,2005,2005087,352,438,18,13,80.3652968,0.185185185
CHEMISTRY,CHEMICAL EQUILIBRIUM,2005,2005088,59,69,26,15,85.50724638,0.407407407
CHEMISTRY,IONIC EQUILIBRIUM,2005,2005089,193,219,15,8,88.12785388,0.259259259
CHEMISTRY,IONIC EQUILIBRIUM,2005,2005090,686,789,22,19,86.94550063,0.111111111
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005091,306,625,10,10,48.96,0
CHEMISTRY,PROPERTIES,2005,2005092,52,250,17,21,20.8,-0.148148148
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005093,177,355,15,21,49.85915493,-0.222222222
CHEMISTRY,PROPERTIES,2005,2005094,294,658,19,15,44.68085106,0.148148148
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005095,384,687,23,22,55.89519651,0.037037037
CHEMISTRY,PROPERTIES,2005,2005096,185,351,24,9,52.70655271,0.555555556
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005097,44,482,25,0,9.128630705,0.925925926
CHEMISTRY,PROPERTIES,2005,2005098,257,360,19,8,71.38888889,0.407407407
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005099,225,692,20,13,32.51445087,0.259259259
CHEMISTRY,PROPERTIES,2005,2005100,741,891,12,16,83.16498316,-0.148148148
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005101,344,719,21,18,47.84422809,0.111111111
CHEMISTRY,PROPERTIES,2005,2005102,419,902,15,8,46.45232816,0.259259259
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005103,51,115,12,16,44.34782609,-0.148148148
CHEMISTRY,PROPERTIES,2005,2005104,206,573,12,22,35.95113438,-0.37037037
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005105,58,457,15,0,12.69146608,0.555555556
CHEMISTRY,PROPERTIES,2005,2005106,27,39,15,2,69.23076923,0.481481481
CHEMISTRY,PERIODIC TABLE & PERIODICITY IN,2005,2005107,87,591,24,12,14.72081218,0.444444444
CHEMISTRY,PROPERTIES,2005,2005108,4,23,24,20,17.39130435,0.148148148
CHEMISTRY,CHEMICAL BONDING,2005,2005109,860,890,11,16,96.62921348,-0.185185185
CHEMISTRY,CHEMICAL BONDING,2005,2005110,4,75,26,3,5.333333333,0.851851852
CHEMISTRY,CHEMICAL BONDING,2005,2005111,392,428,10,8,91.58878505,0.074074074
CHEMISTRY,CHEMICAL BONDING,2005,2005112,221,319,17,15,69.27899687,0.074074074
CHEMISTRY,CHEMICAL BONDING,2005,2005113,255,483,21,17,52.79503106,0.148148148
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2005,2005114,24,373,13,14,6.434316354,-0.037037037
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2005,2005115,113,237,18,17,47.67932489,0.037037037
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2005,2005116,59,61,13,18,96.72131148,-0.185185185
CHEMISTRY,GENERAL ORGANIC CHEMISTRY-I  (GOC),2005,2005117,80,352,10,11,22.72727273,-0.037037037
CHEMISTRY,CHEMICAL KINETICS,2005,2005118,168,295,17,10,56.94915254,0.259259259
CHEMISTRY,CHEMICAL KINETICS,2005,2005119,28,153,19,0,18.30065359,0.703703704
CHEMISTRY,CHEMICAL KINETICS,2005,2005120,162,433,20,22,37.41339492,-0.074074074
CHEMISTRY,ELECTROCHEMISTRY,2005,2005121,790,995,11,7,79.39698492,0.148148148
CHEMISTRY,ELECTROCHEMISTRY,2005,2005122,43,557,10,19,7.719928187,-0.333333333
CHEMISTRY,ELECTROCHEMISTRY,2005,2005123,40,909,21,10,4.400440044,0.407407407
CHEMISTRY,SOLID STATE,2005,2005124,69,149,27,17,46.30872483,0.37037037
CHEMISTRY,SOLID STATE,2005,2005125,0,10,12,5,0,0.259259259
CHEMISTRY,COLLIGATIVE PEROPERTIES,2005,2005126,648,852,19,22,76.05633803,-0.111111111
CHEMISTRY,COLLIGATIVE PEROPERTIES,2005,2005127,157,526,23,7,29.84790875,0.592592593
CHEMISTRY,COLLIGATIVE PEROPERTIES,2005,2005128,243,515,19,6,47.18446602,0.481481481
CHEMISTRY,COLLIGATIVE PEROPERTIES,2005,2005129,8,47,12,20,17.0212766,-0.296296296
CHEMISTRY,SURFACE CHEMISTRY,2005,2005130,319,675,19,11,47.25925926,0.296296296
CHEMISTRY,SURFACE CHEMISTRY,2005,2005131,416,507,23,10,82.05128205,0.481481481
CHEMISTRY,NUCLEAR CHEMISTRY,2005,2005132,318,437,24,20,72.76887872,0.148148148
